Titre original,Note presse,Note spectateur,id allocine,Réalisateur,date,duree_minutes,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,Nombre_de_critiques_presse,mois_sortie_x,annee_sortie_x,titre_normalise,nom_du_realisateur_bis,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie_y,annee_sortie_y,nom_du_realisateur
42,,4.1,135624,Brian Helgeland,2013-07-02,128.0,820.0,62.0,,7.0,2013.0,42,brianhelgeland,False,/eyjWwMOgkq4nh0wMtyW8XPJ749H.jpg,,40000000.0,Drama,,109410.0,tt0453562,en,42,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",50.067,/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,"Warner Bros. Pictures, Legendary Pictures",United States of America,2013-04-12,95020213.0,128.0,English,Released,The True Story of an American Legend,42,False,7.167,1682.0,4.0,2013.0,Brian Helgeland
4:44 Last day on earth,3.3,2.1,193915,Abel Ferrara,2012-12-19,82.0,413.0,83.0,22.0,12.0,2012.0,444lastdayonearth,abelferrara,False,/bPXnIOTaZqIPtsHsBpCxHNlZgnM.jpg,,0.0,"Drama, Science Fiction",,86820.0,tt1707391,en,4:44 Last Day on Earth,A look at how a painter and a successful actor spend their last day together before the world comes to an end.,11.709,/A7ZJEhAhStHFKYRNT85laIwwayB.jpg,"Wild Bunch, Funny Balloons, Bullet Pictures, Off Hollywood Pictures, Fabula","Chile, France, United States of America, Switzerland",2012-03-23,17801.0,82.0,"English, Italiano",Released,,4:44 Last Day on Earth,False,4.6,152.0,3.0,2012.0,Abel Ferrara
47 Meters Down,,2.7,228529,Johannes Roberts,2017-09-28,101.0,1386.0,156.0,,9.0,2017.0,47metersdown,johannesroberts,False,/6j8B3BqTuNrpAJoa0JIc7nZzOUn.jpg,47 Meters Down Collection,5500000.0,"Thriller, Adventure, Horror",,403119.0,tt2932536,en,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",20.393,/lMcsEOcd6crzfF0pjsGkO5Pq01t.jpg,"Lantica Media, Flexibon Films, Dragon Root Securities, Altitude Film Sales, Dimension Films, Entertainment Studios Motion Pictures, Tea Shop & Film Company, The Fyzz","Dominican Republic, United Kingdom, United States of America",2017-05-25,62198461.0,89.0,"English, Español",Released,No way out. No way up. No chance in hell.,47 Meters Down,False,5.786,2597.0,5.0,2017.0,Johannes Roberts
47 Ronin,2.6,3.1,141505,Carl Rinsch,2014-04-02,119.0,5601.0,607.0,19.0,4.0,2014.0,47ronin,carlrinsch,False,/nyt0jlofZyjhRqiQkEp0cdoKaS3.jpg,47 Ronin Collection,175000000.0,"Drama, Action, Fantasy",,64686.0,tt1335975,en,47 Ronin,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",27.432,/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,"Mid Atlantic Films, Stuber Pictures, Moving Picture Company, H2F Entertainment, Universal Pictures, Relativity Media","Hungary, Japan, United Kingdom, United States of America",2013-12-06,151783839.0,119.0,"English, 日本語",Released,For courage. For loyalty. For honor.,47 Ronin,False,6.16,3602.0,12.0,2013.0,Carl Rinsch
4Closed,,2.7,224456,Nick Lyon,,91.0,23.0,7.0,,,,4closed,nicklyon,False,/4ewDhbroNLq8Vg0zY7d46mHNFmt.jpg,,0.0,Thriller,,223899.0,tt3116548,en,4Closed,"When a young family moves into a foreclosed house, the previous owner begins a campaign of intimidation and terror. The deranged man will stop at nothing to get his home back.",4.115,/iLQ1QIfV1a4jska9s7GGIaMhQn8.jpg,"Squatters Rights, The Asylum",United States of America,2013-08-30,0.0,91.0,English,Released,They took his home... He's come for theirs!,4Closed,False,4.9,40.0,8.0,2013.0,Nick Lyon
500 MPH Storm,,1.3,218234,Daniel Lusko,2013-07-02,86.0,60.0,19.0,,7.0,2013.0,500mphstorm,daniellusko,False,/nddudkiXQbmE1cKUDQBSs4XAbME.jpg,,300000.0,"Action, Science Fiction, TV Movie, Adventure, Drama, Thriller",http://newsite.theasylum.cc/index.php/titles/detail?id=a0546c3a-0ced-e311-80c1-782bcb56fee6,172767.0,tt2518848,en,500 MPH Storm,"When an energy experiment goes haywire, a rash of massive hurricanes rips across North America. A high school science teacher must get his family to safety before the hurricanes merge, creating a ""hypercane"" with the power to wipe the US off the map.",8.711,/qHAAMu1eFRY5648otdCeP4OiaeT.jpg,"Indy Entertainment, The Asylum",United States of America,2013-02-28,0.0,90.0,"English, Deutsch",Released,A tornado is 100 mph. A hurricane is 150. This is something else!,500 MPH Storm,False,5.289,83.0,2.0,2013.0,Daniel Lusko
50/50,3.1,3.9,139824,Jonathan Levine,2011-11-16,100.0,2908.0,275.0,16.0,11.0,2011.0,5050,jonathanlevine,False,/yq9g4RGM1mEMBoSL5HKVBy9MOPM.jpg,,8000000.0,"Comedy, Drama",http://www.50-50themovie.com/,40807.0,tt1306980,en,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",17.549,/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,"Summit Entertainment, Mandate Pictures, Point Grey Pictures, Mandate International",United States of America,2011-09-30,39187783.0,100.0,English,Released,It takes a pair to beat the odds.,50/50,False,7.173,3561.0,9.0,2011.0,Jonathan Levine
50 To 1,,2.6,225985,Jim Wilson,2015-04-27,110.0,26.0,5.0,,4.0,2015.0,50to1,jimwilson,False,/3t6rSXaycM6LHsEMYvoWoBboJfy.jpg,,10000000.0,"Comedy, Drama",,197583.0,tt1777595,en,50 to 1,"A misfit group of New Mexico cowboys find themselves on the journey of a lifetime when they learn their crooked-footed racehorse qualifies to run in the Kentucky Derby. Based on the true story of Mine That Bird, the cowboys must overcome impossible odds even before they reach Churchill Downs and the land of Kentucky's blue bloods.",8.769,/uIbniwxSlHyvGECiBMkTeWI0pib.jpg,Ten Furlongs,United States of America,2014-03-21,1064454.0,110.0,"Français, English",Released,,50 to 1,False,6.4,61.0,3.0,2014.0,Jim Wilson
51,,1.2,189446,Jason Connery,2013-04-03,90.0,89.0,22.0,,4.0,2013.0,51,jasonconnery,False,/toG4f7W9EEsBrHrbRJaYADnfoqm.jpg,,1000000.0,"Science Fiction, Horror",,57812.0,tt1629439,en,51,"Due to political pressure from the American public, the Air Force has decided to allow two well-known reporters limited access to the most secretive base on the planet. But when one of the base’s “long-term visitors” exploits this unprecedented visit as a chance to liberate himself and his fellow alien captives, Area 51 turns from a secure government base to a horrifying destination of terror.",8.307,/p6NvaDusl8urJUlglYgPVSnJjFN.jpg,After Dark Films,United States of America,2011-02-26,0.0,87.0,"Français, English",Released,Welcome to the Future,51,False,4.1,92.0,2.0,2011.0,Jason Connery
5 Days of War,,2.7,170826,Renny Harlin,2011-09-01,113.0,155.0,31.0,,9.0,2011.0,5daysofwar,rennyharlin,False,/yHw26MRmwu8HDKsDsWJZZt3XEi.jpg,,20000000.0,"War, Drama",,50601.0,tt1486193,en,5 Days of War,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",19.985,/hnMThO1o6zyKAY0C3LUmccVg7SU.jpg,"Dispictures, Rex Media, Georgia International Films, Midnight Sun Pictures, Anchor Bay Films",United States of America,2011-04-14,87793.0,113.0,"English, Français, ქართული",Released,Their only weapon is the truth.,5 Days of War,False,5.6,177.0,4.0,2011.0,Renny Harlin
5 Flights Up,,2.4,221589,Richard Loncraine,2018-02-26,93.0,117.0,15.0,,2.0,2018.0,5flightsup,richardloncraine,False,/sydvKR3zdaLPQM96tUJmi7vD0XR.jpg,,6000000.0,Drama,,286521.0,tt2933544,en,5 Flights Up,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,9.29,/2WI5oq2QswLB0kJFOcL7ZA5ndKr.jpg,"Revelations Entertainment, Lascaux Films, Latitude Productions",United States of America,2014-09-05,1020921.0,92.0,English,Released,A coming of age story,5 Flights Up,False,6.0,286.0,9.0,2014.0,Richard Loncraine
5 to 7,,2.6,214507,Victor Levin,2016-03-09,97.0,95.0,14.0,,3.0,2016.0,5to7,victorlevin,False,/h8doTqbunEdXFkcT8nvu8hjYpeF.jpg,,0.0,"Comedy, Romance",,259954.0,tt2486678,en,5 to 7,A young writer begins an affair with an older woman from France whose open marriage to a diplomat dictates that they can meet only between the hours of 5 p.m. to 7 p.m.,11.349,/sQM9OKpj876pDWFbkfRIrpQG6fZ.jpg,"Mockingbird Pictures, Demarest Films",United States of America,2014-04-19,0.0,98.0,"Français, English",Released,Loving someone... at the right time.,5 to 7,False,7.231,350.0,4.0,2014.0,Victor Levin
600 Millas,,1.7,234942,Gabriel Ripstein,2016-08-19,87.0,86.0,17.0,,8.0,2016.0,600millas,gabrielripstein,False,/4VAUBqr3TOchMAoeYcWEWAKLEWf.jpg,,0.0,"Thriller, Drama",,321666.0,tt3685622,es,600 millas,"Arnulfo Rubio smuggles weapons from Arizona to Mexico for a drug cartel, but he is being investigated by agent Harris. When agent Harris blows his covers, he and Arnulfo end up in a journey where he will be the hostage of this young criminal.",8.309,/u7fUBYTaRIg6fjWiBqiDGwzToYH.jpg,TEOREMA,"United States of America, Mexico",2015-12-03,0.0,85.0,"English, Español",Released,Danger knows no borders,600 Miles,False,5.9,91.0,12.0,2015.0,Gabriel Ripstein
68 Kill,,3.0,255966,Trent Haaga,2019-01-10,95.0,51.0,11.0,,1.0,2019.0,68kill,trenthaaga,False,/oFZcl8oNpN6DUOXGlFtO1OKtR9C.jpg,,0.0,"Comedy, Crime",,367462.0,tt5189894,en,68 Kill,"Chip's problem is that he can't say no to beautiful women. This weakness gets him into a world of trouble when he agrees to help his girlfriend steal $68,000.",12.143,/80ifMmWcNMQ8uD4DTyMFEuJbEJG.jpg,"Snowfort Pictures, Alliance Media Partners",United States of America,2017-08-04,0.0,92.0,English,Released,,68 Kill,False,5.87,166.0,8.0,2017.0,Trent Haaga
6 Balloons,,2.5,252089,Marja-Lewis Ryan,2020-04-28,74.0,91.0,5.0,,4.0,2020.0,6balloons,marjalewisryan,False,/vnPl93ld9Sfp9gkSFGOh7v0cjRy.jpg,,0.0,Drama,,500634.0,tt6142496,en,6 Balloons,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",10.168,/aqSQCTtehs7bF8VhpnAtrP5yUo.jpg,"Campfire Studios, Free Association",United States of America,2018-03-12,0.0,75.0,English,Released,Let go with love.,6 Balloons,False,6.019,234.0,3.0,2018.0,Marja-Lewis Ryan
6 Below: Miracle On The Mountain,,2.6,245424,Scott Waugh,2018-04-06,102.0,173.0,15.0,,4.0,2018.0,6belowmiracleonthemountain,scottwaugh,False,/rqhPU3OWAiTXyxD2eBvtzboL6V4.jpg,,0.0,"Thriller, Drama",,423087.0,tt5503688,en,6 Below: Miracle on the Mountain,An adrenaline seeking snowboarder gets lost in a massive winter storm in the back country of the High Sierras where he is pushed to the limits of human endurance and forced to battle his own personal demons as he fights for survival....,16.418,/wgHFllRwPp5CUVbWNmQGX6lRBWt.jpg,"Tucker Tooley Entertainment, Dune Entertainment, Sonar Entertainment, Stormchaser Films, October Sky Films",United States of America,2017-10-12,0.0,97.0,English,Released,Miracle on the Mountain,6 Below: Miracle on the Mountain,False,5.845,335.0,10.0,2017.0,Scott Waugh
6 Guns,,1.7,183179,Shane Van Dyke,2012-04-03,95.0,41.0,11.0,,4.0,2012.0,6guns,shanevandyke,False,/dr2xFFbOadCbyLGW9vpx9MRrG34.jpg,,100.0,"Action, Thriller, Western",,29776.0,tt1558576,en,6 Guns,"When her family is gunned down in cold blood, a young girl convinces a bounty hunter to train her as a gunfighter so she can seek vengeance with a six-shooter.",4.337,/nVTEw7k1dXx9nJ5HFLD4VjCKvBu.jpg,The Asylum,United States of America,2010-03-30,0.0,96.0,English,Released,,6 Guns,False,5.1,30.0,3.0,2010.0,Shane van Dyke
6 Underground,2.2,3.0,263209,Michael Bay,2021-09-15,127.0,9595.0,360.0,11.0,9.0,2021.0,6underground,michaelbay,False,/eFw5YSorHidsajLTayo1noueIxI.jpg,,150000000.0,"Action, Comedy, Thriller",https://www.netflix.com/title/81001887,509967.0,tt8106534,en,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",36.381,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,"Skydance, Bay Films",United States of America,2019-12-13,0.0,128.0,English,Released,They say no one can save the world. Meet no one.,6 Underground,False,6.349,4433.0,12.0,2019.0,Michael Bay
6 Years,,2.6,229666,Hannah Fidell,2020-04-28,85.0,162.0,16.0,,4.0,2020.0,6years,hannahfidell,False,/v5C8SDi6nGYI0dLbegvTyrU581p.jpg,,0.0,"Romance, Drama",,323674.0,tt3799372,en,6 Years,"A young couple bound by a seemingly ideal love, begins to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.",9.093,/dE9kVpWI2F5jI8LGWby5t7iFwXe.jpg,Duplass Brothers Productions,United States of America,2015-03-14,0.0,84.0,English,Released,,6 Years,False,5.432,698.0,3.0,2015.0,Hannah Fidell
7 Minutes,,1.9,237914,Jay Martin,2017-06-16,92.0,74.0,10.0,,6.0,2017.0,7minutes,jaymartin,False,/7VzT4pmE8EoNwOkqV9zcx9Vspgj.jpg,,0.0,"Crime, Drama, Thriller",,200511.0,tt2828954,en,7 Minutes,"When three young criminals lose a stash of drugs, they end up owing money to a ruthless drug lord. With time running out, they plan a daring robbery to raise the cash to settle the debt.",12.124,/a3s15Eop2fWpjOezIuGP5HNpePv.jpg,Whitewater Films,United States of America,2014-10-26,0.0,92.0,English,Released,It's a robbery.  A million things could go wrong.,7 Minutes,False,5.419,111.0,10.0,2014.0,Jay Martin
90 Minutes In Heaven,,2.0,239270,Michael Polish,2016-11-16,121.0,97.0,17.0,,11.0,2016.0,90minutesinheaven,michaelpolish,False,/iOzIbK2w0LTZOZZoDKPT6GARMQi.jpg,,5000000.0,Drama,,343795.0,tt4337690,en,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",24.303,/e3LKk8UdDyXDkov9k8iP2JJNChi.jpg,"Giving Films, EFO Films",United States of America,2015-09-11,4842699.0,121.0,"English, Italiano, Português",Released,Hope lives,90 Minutes in Heaven,False,6.0,145.0,9.0,2015.0,Michael Polish
9/11,,2.0,256704,Martin Guigui,2018-09-11,90.0,214.0,26.0,,9.0,2018.0,911,martinguigui,False,/ml09RYSE667X1R1zTPhxd9pb0FZ.jpg,,5500000.0,"Drama, Thriller",,455558.0,tt4917224,en,9/11,"Five random strangers find themselves trapped in an elevator in the World Trade Center's North Tower on 9/11. They work together, never giving up hope, to try to escape before the unthinkable happens.",11.541,/htXKoZfPFbS2sFtjPbEq7fYycOF.jpg,"Vitamin A Films, Black Bear Studios, The Film House, Sprockefeller Pictures, Sunset Pictures, Thunder Studios",United States of America,2017-09-07,200000.0,90.0,English,Released,Five strangers are trapped in an elevator in the World Trade Center on 9/11.,9/11,False,5.2,195.0,9.0,2017.0,Martin Guigui
99 Homes,3.6,3.8,222978,Ramin Bahrani,2016-03-18,107.0,1057.0,82.0,9.0,3.0,2016.0,99homes,raminbahrani,False,/8ktGralwXXc2ourCxK9lEqGilTn.jpg,,8000000.0,Drama,,283235.0,tt2891174,en,99 Homes,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.",14.186,/gD2DRIAOCIszyHlrYYbUXjsHHlr.jpg,"Noruz Films, Hyde Park Films",United States of America,2015-09-25,1411927.0,112.0,English,Released,Greed is the only game in town.,99 Homes,False,6.772,696.0,9.0,2015.0,Ramin Bahrani
Abduction,1.4,2.2,178184,John Singleton,2011-09-28,100.0,4377.0,611.0,8.0,9.0,2011.0,abduction,johnsingleton,False,/6wWIirFFZPQx7Lamh1iKMgbVezr.jpg,,35000000.0,"Thriller, Action, Mystery",http://www.abductionthefilm.com/,59965.0,tt1600195,en,Abduction,"For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",19.261,/d0TIDrwnMFVjg2EO4LsXQn1mbbc.jpg,"Vertigo Entertainment, The Gotham Group, Quick Six Entertainment, Lionsgate",United States of America,2011-09-22,82087155.0,106.0,English,Released,They stole his life. He's taking it back.,Abduction,False,5.9,2768.0,9.0,2011.0,John Singleton
A Beautiful Day in the Neighborhood,3.3,3.1,262214,Marielle Heller,2020-04-21,109.0,756.0,68.0,4.0,4.0,2020.0,abeautifuldayintheneighborhood,marielleheller,False,/cSJMk9Jar8SibFXL8JAF9p2fhKu.jpg,,25000000.0,"Drama, History",https://www.abeautifulday.movie/,501907.0,tt3224458,en,A Beautiful Day in the Neighborhood,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",19.536,/p9vCAVhDK375XyobVcKqzqzsUHE.jpg,"TriStar Pictures, Tencent Pictures, Big Beach","China, United States of America",2019-09-07,67900000.0,109.0,English,Released,Neighbor. Icon. Friend.,A Beautiful Day in the Neighborhood,False,7.0,1474.0,9.0,2019.0,Marielle Heller
